"163";"3";"60";"30"
"432";"4";"526";"16"
"472";"5";"423";"2"
"473";"5";"424";"3"
"474";"5";"425";"8"
"475";"5";"426";"7"
"495";"5";"429";"9"
"527";"1";"459";"1"
"529";"1";"461";"2"
"530";"1";"462";"3"
"531";"1";"463";"4"
"532";"5";"464";"10"
"533";"1";"465";"5"
"534";"1";"466";"0"
"536";"1";"470";"8"
"537";"1";"471";"7"
"538";"1";"473";"6"
"540";"1";"476";"10"
"541";"1";"475";"9"
"542";"4";"476";"1"
"544";"4";"223";"0"
"545";"4";"478";"2"
"552";"5";"483";"11"
"554";"5";"485";"14"
"555";"5";"486";"6"
"556";"5";"487";"12"
"558";"1";"489";"11"
"559";"5";"490";"13"
"563";"4";"494";"3"
"565";"4";"496";"4"
"566";"4";"497";"5"
"569";"4";"500";"6"
"570";"4";"501";"7"
"571";"1";"503";"12"
"572";"4";"504";"8"
"573";"1";"505";"13"
"574";"1";"506";"14"
"575";"4";"507";"9"
"583";"4";"515";"10"
"584";"4";"516";"11"
"585";"4";"517";"12"
"586";"4";"518";"13"
"587";"4";"519";"14"
"588";"5";"521";"1"
"590";"5";"523";"20"
"591";"5";"524";"15"
"592";"5";"525";"16"
"593";"5";"526";"18"
"594";"4";"527";"15"
"595";"4";"528";"17"
"596";"4";"529";"18"
"601";"4";"530";"19"
"602";"4";"531";"20"
"603";"4";"532";"21"
"604";"4";"533";"22"
"605";"4";"534";"23"
"606";"4";"535";"24"
"607";"4";"536";"25"
"608";"4";"537";"26"
"609";"4";"538";"27"
"610";"5";"539";"21"
"611";"5";"540";"5"
"612";"5";"541";"19"
"613";"5";"542";"17"
"614";"5";"543";"22"
"615";"1";"544";"15"
"617";"1";"546";"16"
"618";"4";"547";"28"
"619";"1";"548";"17"
"625";"5";"555";"23"
"626";"5";"556";"24"
"628";"5";"559";"25"
"629";"5";"560";"26"
"630";"5";"561";"4"
"631";"1";"562";"18"
"632";"1";"563";"19"
"640";"3";"571";"10"
"641";"3";"572";"7"
"642";"3";"574";"8"
"643";"3";"575";"2"
"644";"3";"576";"9"
"646";"4";"578";"29"
"648";"4";"580";"30"
"649";"4";"581";"31"
"650";"4";"579";"36"
"651";"5";"582";"27"
"652";"5";"583";"30"
"653";"5";"584";"29"
"654";"5";"585";"31"
"655";"5";"586";"32"
"656";"5";"587";"0"
"657";"1";"588";"20"
"658";"1";"589";"21"
"659";"5";"590";"33"
"660";"5";"591";"34"
"661";"4";"592";"32"
"662";"4";"593";"34"
"663";"4";"594";"33"
"664";"4";"595";"35"
"665";"5";"596";"35"
"666";"5";"597";"36"
"667";"5";"598";"37"
"668";"5";"599";"38"
"669";"5";"600";"39"
"670";"5";"601";"40"
"671";"5";"602";"41"
"672";"4";"603";"37"
"673";"4";"604";"38"
"674";"1";"605";"23"
"675";"1";"606";"22"
"676";"1";"607";"24"
"677";"4";"608";"39"
"678";"4";"609";"40"
"679";"4";"610";"41"
"682";"1";"613";"26"
"683";"1";"614";"25"
"684";"3";"615";"11"
"688";"3";"616";"12"
"689";"3";"617";"13"
"690";"3";"618";"14"
"691";"4";"619";"42"
"693";"1";"621";"27"
"694";"1";"622";"28"
"695";"1";"623";"29"
"696";"1";"624";"30"
"697";"1";"625";"31"
"698";"4";"626";"43"
"699";"4";"627";"44"
"700";"4";"628";"45"
"701";"4";"629";"46"
"702";"4";"630";"47"
"703";"4";"631";"48"
"704";"4";"632";"49"
"705";"4";"633";"50"
"706";"4";"634";"51"
"707";"5";"635";"42"
"708";"5";"636";"43"
"709";"5";"637";"44"
"710";"5";"638";"45"
"711";"5";"639";"46"
"712";"5";"640";"47"
"713";"5";"641";"28"
"714";"5";"642";"48"
"715";"5";"643";"49"
"716";"5";"644";"50"
"717";"1";"645";"32"
"718";"1";"646";"33"
"719";"1";"647";"34"
"720";"1";"648";"35"
"721";"1";"649";"36"
"722";"3";"650";"1"
"723";"3";"651";"15"
"724";"3";"652";"16"
"725";"4";"653";"52"
"726";"4";"654";"53"
"727";"4";"655";"54"
"728";"1";"656";"37"
"729";"5";"657";"51"
"730";"5";"658";"52"
"731";"5";"659";"53"
"732";"5";"660";"54"
"733";"1";"661";"38"
"734";"1";"662";"39"
"735";"3";"663";"17"
"736";"3";"664";"18"
"737";"3";"665";"19"
"738";"3";"666";"20"
"739";"4";"667";"55"
"740";"4";"668";"56"
"741";"5";"669";"55"
"742";"5";"670";"56"
"743";"5";"671";"57"
"744";"5";"672";"58"
"745";"5";"673";"59"
"746";"5";"674";"60"
"747";"5";"675";"61"
"748";"5";"676";"62"
"749";"1";"677";"40"
"750";"1";"678";"41"
"751";"1";"679";"42"
"752";"1";"680";"43"
"753";"3";"681";"21"
"754";"3";"682";"22"
"755";"6";"56";"6"
"757";"6";"43";"3"
"763";"6";"18";"78"
"766";"6";"679";"81"
"767";"6";"670";"80"
"768";"6";"668";"79"
"769";"6";"661";"32"
"770";"6";"656";"77"
"772";"6";"585";"76"
"773";"6";"580";"75"
"774";"6";"567";"73"
"775";"6";"566";"72"
"776";"6";"551";"35"
"777";"6";"533";"71"
"778";"6";"519";"70"
"779";"6";"521";"69"
"780";"6";"510";"68"
"781";"6";"505";"67"
"782";"6";"504";"66"
"783";"6";"498";"30"
"784";"6";"484";"65"
"785";"6";"477";"74"
"786";"6";"445";"26"
"787";"6";"436";"64"
"788";"6";"435";"62"
"789";"6";"419";"57"
"790";"6";"414";"61"
"791";"6";"410";"60"
"792";"6";"398";"59"
"793";"6";"397";"58"
"794";"6";"394";"34"
"795";"6";"388";"56"
"796";"6";"383";"55"
"797";"6";"382";"54"
"798";"6";"361";"51"
"799";"6";"356";"50"
"800";"6";"349";"49"
"801";"6";"340";"48"
"802";"6";"334";"46"
"803";"6";"331";"47"
"804";"6";"316";"44"
"805";"6";"319";"43"
"806";"6";"313";"42"
"807";"6";"304";"41"
"808";"6";"312";"40"
"809";"6";"293";"52"
"810";"6";"291";"39"
"811";"6";"284";"38"
"812";"6";"282";"37"
"813";"6";"281";"36"
"814";"6";"272";"33"
"815";"6";"270";"31"
"816";"6";"258";"29"
"817";"6";"257";"21"
"818";"6";"255";"28"
"820";"6";"243";"16"
"822";"6";"238";"14"
"823";"6";"227";"1"
"824";"6";"221";"10"
"825";"6";"220";"25"
"826";"6";"212";"15"
"827";"6";"211";"24"
"828";"6";"207";"23"
"829";"6";"206";"20"
"830";"6";"205";"22"
"831";"6";"204";"45"
"832";"6";"202";"19"
"833";"6";"189";"0"
"834";"6";"182";"27"
"835";"6";"167";"12"
"836";"6";"166";"11"
"837";"6";"155";"53"
"838";"6";"152";"9"
"839";"6";"143";"8"
"840";"6";"139";"17"
"841";"6";"136";"18"
"842";"6";"134";"7"
"843";"6";"130";"13"
"844";"6";"124";"5"
"845";"6";"126";"4"
"846";"6";"115";"2"
"848";"6";"107";"63"
"855";"6";"556";"82"
"856";"3";"683";"3"
"857";"3";"684";"23"
"858";"3";"685";"24"
"859";"3";"686";"25"
"860";"3";"687";"26"
"861";"3";"688";"27"
"862";"3";"689";"28"
"864";"3";"691";"29"
"865";"3";"692";"31"
"866";"3";"693";"32"
"867";"3";"694";"33"
"868";"3";"695";"34"
"869";"3";"696";"35"
"870";"3";"697";"36"
"871";"3";"698";"37"
"872";"4";"699";"57"
"873";"4";"700";"58"
"874";"4";"701";"59"
"875";"4";"702";"60"
"876";"4";"703";"61"
"877";"4";"704";"62"
"878";"4";"705";"63"
"879";"4";"706";"64"
"880";"4";"707";"65"
"881";"4";"708";"66"
"882";"4";"709";"67"
"883";"1";"710";"44"
"885";"1";"711";"45"
"886";"1";"712";"46"
"887";"1";"713";"47"
"888";"1";"714";"48"
"889";"1";"715";"49"
"890";"1";"716";"50"
"891";"1";"717";"51"
"892";"1";"718";"52"
"893";"1";"719";"53"
"894";"3";"720";"38"
"895";"3";"721";"39"
"896";"3";"722";"40"
"897";"3";"723";"41"
"900";"3";"726";"42"
"901";"3";"727";"43"
"902";"5";"728";"63"
"903";"5";"729";"64"
"904";"5";"730";"65"
"905";"5";"731";"66"
"906";"5";"732";"67"
"907";"5";"733";"68"
"908";"5";"734";"69"
"909";"5";"735";"70"
"910";"5";"736";"71"
"911";"5";"737";"72"
"912";"5";"738";"73"
"913";"5";"739";"74"
"914";"5";"740";"75"
"915";"1";"741";"54"
"916";"1";"742";"55"
"917";"1";"743";"56"
"918";"1";"744";"57"
"919";"1";"745";"58"
"920";"3";"746";"44"
"921";"3";"747";"45"
"922";"3";"748";"46"
"923";"3";"749";"47"
"924";"3";"750";"48"
"925";"3";"751";"0"
"926";"3";"752";"49"
"927";"4";"753";"68"
"928";"5";"754";"76"
"929";"3";"755";"50"
"930";"3";"756";"51"
"931";"3";"757";"52"
"932";"3";"758";"53"
"933";"4";"759";"69"
"934";"4";"760";"70"
"935";"4";"761";"71"
"936";"4";"762";"72"
"937";"4";"763";"73"
"938";"4";"764";"74"
"939";"4";"765";"75"
"940";"4";"766";"76"
"941";"4";"767";"77"
"942";"4";"768";"78"
"943";"4";"769";"79"
"944";"5";"770";"77"
"945";"5";"771";"78"
"946";"5";"772";"79"
"947";"5";"773";"80"
"948";"5";"774";"81"
"949";"1";"775";"59"
"950";"1";"776";"60"
"951";"1";"777";"61"
"952";"1";"778";"62"
"953";"1";"779";"63"
"954";"1";"780";"64"
"955";"5";"781";"82"
"956";"1";"782";"65"
"957";"1";"783";"66"
"958";"3";"784";"54"
"959";"3";"785";"55"
"960";"3";"786";"56"
"961";"4";"787";"80"
"962";"4";"788";"81"
"963";"4";"789";"82"
"964";"4";"790";"83"
"965";"1";"791";"67"
"966";"1";"792";"68"
"967";"1";"793";"69"
"968";"1";"794";"70"
"969";"1";"795";"71"
"970";"3";"796";"57"
"971";"3";"797";"58"
"972";"3";"798";"59"
"973";"5";"799";"83"
"974";"5";"800";"84"
"975";"5";"801";"85"
"976";"5";"802";"86"
"977";"5";"803";"87"
"978";"5";"804";"88"
"979";"1";"805";"72"
"980";"1";"806";"73"
"981";"1";"807";"74"
"982";"1";"808";"75"
"983";"3";"809";"60"
"984";"3";"810";"61"
"985";"4";"811";"84"
"986";"1";"812";"76"
"987";"1";"813";"77"
"988";"1";"814";"78"
"989";"1";"815";"79"
"990";"1";"816";"80"
"991";"1";"817";"81"
"992";"1";"818";"82"
"993";"3";"819";"62"
"994";"3";"820";"63"
"995";"3";"821";"64"
"996";"1";"822";"83"
"997";"1";"823";"84"
"998";"1";"824";"85"
"999";"3";"825";"6"
"1000";"3";"826";"65"
"1001";"3";"827";"66"
"1002";"3";"828";"67"
"1003";"3";"829";"68"
"1004";"3";"830";"69"
"1005";"3";"831";"70"
"1006";"3";"832";"71"
"1007";"4";"833";"85"
"1008";"4";"834";"86"
"1009";"4";"835";"87"
"1010";"4";"836";"88"
"1011";"4";"837";"89"
"1012";"4";"838";"90"
"1013";"4";"839";"91"
"1014";"4";"840";"92"
"1015";"4";"841";"93"
"1016";"4";"842";"94"
"1018";"4";"844";"95"
"1019";"5";"845";"89"
"1020";"5";"846";"90"
"1021";"5";"847";"91"
"1022";"5";"848";"92"
"1023";"1";"849";"86"
"1024";"1";"850";"87"
"1025";"1";"851";"88"
"1026";"1";"852";"89"
"1027";"1";"853";"90"
"1028";"3";"854";"72"
"1029";"3";"855";"73"
"1030";"3";"856";"74"
"1031";"3";"857";"75"
"1032";"3";"858";"76"
"1033";"3";"859";"77"
"1034";"3";"860";"78"
"1035";"4";"861";"96"
"1036";"5";"862";"93"
"1037";"5";"863";"94"
"1038";"5";"864";"95"
"1039";"5";"865";"96"
"1040";"5";"866";"97"
"1041";"5";"867";"98"
"1042";"5";"868";"99"
"1043";"5";"869";"100"
"1044";"1";"870";"91"
"1045";"1";"871";"92"
"1046";"1";"872";"93"
"1047";"1";"873";"94"
"1048";"4";"874";"97"
"1049";"5";"875";"101"
"1050";"1";"876";"95"
"1051";"1";"877";"96"
"1052";"1";"878";"97"
"1053";"3";"879";"79"
"1054";"3";"880";"80"
"1055";"3";"881";"81"
"1056";"4";"882";"98"
"1057";"4";"883";"99"
"1058";"4";"884";"100"
"1059";"4";"885";"101"
"1060";"4";"886";"102"
"1061";"3";"887";"82"
"1062";"3";"888";"83"
"1063";"3";"889";"84"
"1064";"5";"890";"102"
"1065";"5";"891";"103"
"1066";"5";"892";"104"
"1067";"5";"893";"105"
"1068";"5";"894";"106"
"1069";"3";"895";"85"
"1070";"3";"896";"86"
"1071";"3";"897";"87"
"1072";"3";"898";"88"
"1073";"5";"899";"107"
"1074";"5";"900";"108"
"1075";"5";"901";"109"
"1076";"6";"902";"83"
"1077";"6";"903";"84"
"1078";"6";"904";"85"
"1079";"6";"905";"86"
"1080";"6";"906";"87"
"1081";"6";"907";"88"
"1082";"4";"908";"103"
"1083";"4";"909";"104"
"1084";"4";"910";"105"
"1085";"4";"911";"106"
"1087";"5";"912";"110"
"1088";"5";"913";"111"
"1089";"5";"914";"112"
"1090";"6";"915";"89"
"1091";"6";"916";"90"
"1092";"6";"917";"91"
"1093";"6";"918";"92"
"1094";"4";"919";"107"
"1095";"4";"920";"108"
"1096";"4";"921";"109"
"1097";"4";"922";"110"
"1098";"4";"923";"111"
"1099";"5";"924";"113"
"1100";"1";"925";"98"
"1101";"4";"926";"112"
"1102";"4";"927";"113"
"1103";"4";"928";"114"
"1104";"5";"929";"114"
"1105";"1";"930";"99"
"1106";"1";"931";"100"
"1107";"1";"932";"101"
"1108";"5";"933";"115"
"1109";"6";"934";"93"
"1110";"1";"114";"108"
"1111";"1";"27";"107"
"1112";"1";"4";"106"
"1113";"1";"108";"105"
"1114";"1";"168";"104"
"1115";"1";"268";"103"
"1116";"1";"305";"102"
"1117";"3";"935";"89"
"1118";"3";"936";"90"
"1119";"4";"937";"115"
"1120";"4";"938";"116"
"1121";"4";"939";"117"
"1122";"4";"940";"118"
"1123";"6";"941";"94"
"1124";"6";"942";"95"
"1125";"6";"943";"96"
"1126";"6";"944";"97"
"1127";"6";"945";"98"
"1128";"6";"946";"99"
"1129";"6";"947";"100"
"1130";"6";"948";"101"
"1131";"4";"949";"119"
"1132";"1";"950";"109"
"1133";"3";"951";"4"
"1134";"6";"952";"102"
"1135";"6";"953";"103"
"1136";"6";"954";"104"
"1137";"6";"955";"105"
"1138";"6";"956";"106"
"1139";"6";"957";"107"
"1140";"6";"958";"108"
"1141";"6";"959";"109"
"1142";"6";"960";"110"
"1143";"3";"961";"91"
"1144";"3";"962";"92"
"1145";"3";"963";"93"
"1146";"1";"964";"110"
"1147";"1";"965";"111"
"1148";"1";"966";"112"
"1149";"1";"967";"113"
"1150";"1";"968";"114"
"1151";"1";"969";"115"
"1152";"1";"970";"116"
"1153";"4";"971";"120"
"1154";"4";"972";"121"
"1155";"4";"973";"122"
"1156";"4";"974";"123"
"1157";"5";"975";"116"
"1158";"6";"976";"111"
"1159";"6";"977";"112"
"1160";"6";"978";"113"
"1161";"6";"979";"114"
"1162";"3";"980";"94"
"1163";"3";"981";"95"
"1164";"3";"982";"96"
"1165";"3";"983";"97"
"1166";"3";"984";"98"
"1167";"3";"985";"99"
"1168";"3";"986";"100"
"1169";"3";"987";"101"
"1170";"3";"988";"102"
"1171";"3";"989";"103"
"1172";"3";"990";"104"
"1173";"3";"991";"105"
"1174";"4";"992";"124"
"1175";"6";"993";"115"
"1176";"3";"994";"106"
"1177";"3";"995";"107"
"1178";"3";"996";"108"
"1179";"3";"997";"109"
"1180";"3";"998";"110"
"1181";"3";"999";"111"
"1182";"5";"1000";"117"
"1183";"5";"1001";"118"
"1184";"5";"1002";"119"
"1185";"5";"1003";"120"
"1186";"1";"1004";"117"
"1187";"5";"1005";"121"
"1188";"6";"1006";"116"
"1189";"6";"1007";"117"
"1190";"6";"1008";"118"
"1191";"1";"1009";"118"
"1192";"1";"1010";"119"
"1193";"3";"1011";"112"
"1194";"3";"1012";"113"
"1195";"3";"1013";"114"
"1196";"3";"1014";"115"
"1197";"4";"1015";"125"
"1198";"4";"1016";"126"
"1199";"5";"1017";"122"
"1200";"3";"111";"5"
"1201";"4";"1018";"127"
"1202";"4";"1019";"128"
"1203";"4";"1020";"129"
"1204";"1";"1021";"120"
"1205";"1";"1022";"121"
"1206";"6";"1023";"119"
"1207";"1";"1024";"122"
"1208";"1";"1025";"123"
"1209";"5";"1026";"123"
"1210";"5";"1027";"124"
"1211";"1";"1028";"124"
"1212";"1";"1029";"125"
"1213";"3";"1030";"116"
"1214";"6";"1031";"120"
"1216";"5";"1033";"125"
"1217";"3";"1034";"117"
"1218";"3";"1035";"118"
"1219";"3";"1036";"119"
"1220";"3";"1037";"120"
"1221";"3";"1038";"121"
"1222";"3";"1039";"122"
"1223";"1";"1040";"126"
"1224";"1";"1041";"127"
"1225";"1";"1042";"128"
"1226";"5";"1043";"126"
"1227";"5";"1044";"127"
"1228";"5";"1045";"128"
"1229";"5";"1046";"129"
"1230";"5";"1047";"130"
"1231";"5";"1048";"131"
"1232";"5";"1049";"132"
"1233";"5";"1050";"133"
"1234";"5";"1051";"134"
"1235";"5";"1052";"135"
"1236";"6";"1053";"121"
"1237";"6";"1054";"122"
"1238";"6";"1055";"123"
"1239";"1";"1056";"129"
"1240";"3";"1057";"123"
"1241";"3";"1058";"124"
"1242";"3";"1059";"125"
"1243";"3";"1060";"126"
"1244";"4";"1061";"130"
"1245";"4";"1063";"131"
"1246";"4";"1064";"132"
"1247";"4";"1065";"133"
"1248";"3";"1066";"127"
"1249";"4";"1067";"134"
"1250";"4";"1068";"135"
"1251";"3";"1069";"128"
"1252";"3";"1070";"129"
"1253";"3";"1071";"130"
"1254";"6";"1072";"124"
"1255";"1";"1073";"130"
"1256";"6";"1074";"125"
"1257";"6";"1075";"126"
"1258";"6";"1076";"127"
"1259";"6";"1077";"128"
"1260";"6";"1078";"129"
"1261";"6";"1079";"130"
"1262";"1";"1080";"131"
"1263";"1";"1081";"132"
"1264";"1";"1082";"133"
"1265";"1";"1083";"134"
"1266";"1";"1084";"135"
"1267";"6";"1085";"131"
"1268";"6";"1086";"132"
"1269";"3";"1087";"131"
"1270";"6";"1088";"133"
"1271";"3";"1089";"132"
"1272";"3";"1090";"133"
"1273";"4";"1091";"136"
"1274";"5";"1092";"136"
"1275";"6";"1093";"134"
"1276";"3";"1094";"134"
"1277";"3";"1095";"135"
"1278";"3";"1096";"136"
"1279";"6";"1097";"135"
"1280";"6";"1098";"136"
"1281";"6";"1099";"137"
"1282";"5";"1100";"137"
"1283";"4";"1101";"137"
"1284";"3";"1102";"137"
"1285";"1";"1103";"136"
"1286";"1";"1104";"137"
"1287";"5";"1105";"138"
"1288";"5";"1106";"139"
"1289";"5";"1107";"140"
"1290";"3";"1108";"138"
"1291";"1";"1109";"138"
"1292";"1";"1110";"139"
"1293";"6";"1111";"138"
"1294";"4";"1112";"138"
"1295";"3";"1113";"139"
"1296";"6";"1114";"139"
"1297";"4";"1115";"139"
"1298";"1";"1116";"140"
"1299";"6";"1117";"140"
"1300";"3";"1118";"140"
"1301";"6";"1119";"141"
"1302";"4";"1120";"140"
"1303";"5";"1121";"141"
"1304";"4";"1122";"141"
"1305";"1";"1123";"141"
"1306";"1";"1124";"142"
"1307";"1";"1125";"143"
"1308";"3";"1126";"141"
"1309";"4";"1127";"142"
"1310";"3";"1128";"142"
"1311";"3";"1129";"143"
"1312";"4";"1130";"143"
"1313";"4";"1131";"144"
"1314";"6";"1132";"142"
"1315";"6";"1133";"143"
"1316";"6";"1134";"144"
"1317";"1";"1135";"144"
"1318";"3";"1136";"144"
"1319";"6";"1137";"145"
"1320";"1";"1138";"145"
"1321";"4";"1139";"145"
"1322";"6";"1140";"146"
"1323";"1";"1141";"146"
"1324";"4";"1142";"146"
"1325";"3";"1143";"145"
"1326";"3";"1144";"146"
"1327";"6";"1145";"147"
"1328";"5";"1146";"142"
"1329";"4";"1147";"147"
